unit_mastr_id,plant_name,wind_park_name,operator_mastr_id,operator_name,gross_capacity_kw,net_capacity_kw,operating_status,commissioning_date,state,district,municipality,postal_code,city,lat,lon
SEE929276806560,PVA Walsrode 4.420 kWp,,ABR939728368461,PACE Photovoltaik 2 GmbH,4419.75,3750.000,35,2022-03-09,1408,Heidekreis,Böhme,29664,Walsrode,52.844710,9.561774
SEE902312311563,PVA Werne H3 2.400 kWp,,ABR939728368461,PACE Photovoltaik 2 GmbH,2399.02,1980.000,35,2022-03-21,1409,Unna,Werne,59368,Werne,51.659076,7.608863
SEE997878071709,Solarpark Reuth GmbH ＆ Co. KG Benachteiligtes Gebiet,,ABR922309088926,Solarpark Reuth GmbH ＆ Co. KG,8424.0,5850.000,35,2021-11-10,1403,Tirschenreuth,Wiesau,95676,Wiesau,49.858384,12.139349
SEE902607820671,PV-DS-4065,,ABR973325243004,Energy One Solar 5 GmbH ＆ Co. KG,1476.0,1100.000,35,2022-03-21,1415,Gotha,Döllstädt,99100,Döllstädt,51.083770,10.819897
SEE916621174283,Solarpark Aichach - P18-064,,ABR954446774592,Anumar Solarpark Aichach GmbH & Co. KG,8372.7,8146.000,35,2021-10-26,1403,Aichach-Friedberg,Aichach,86551,Aichach,48.436215,11.088001
SEE962644751239,Solarpark Aichach - P18-064,,ABR954446774592,Anumar Solarpark Aichach GmbH & Co. KG,1627.29,1430.000,35,2021-10-26,1403,Aichach-Friedberg,Aichach,86551,Aichach,48.435902,11.086177
SEE963353335505,PV Weisen 2,,ABR914601118517,Dachportfolio 04 GmbH ＆ Co. KG,3240.09,2668.000,35,2021-11-15,1400,Prignitz,Weisen,19322,Weisen,53.023000,11.760000
SEE974888222604,FPV Michelbach/Bilz Hundsäcker,,ABR948836388698,Stadtwerke Schwäbisch Hall GmbH,1458.54,1320.000,35,2021-10-27,1402,Schwäbisch Hall,Michelbach an der Bilz,74544,Michelbach an der Bilz,49.073593,9.754487
SEE995758989137,"Solar Park, Peigen West",,ABR943288227984,,2038.55,1898.100,35,2021-10-27,1403,Dingolfing-Landau,Pilsting,94431,Pilsting,48.000000,12.000000
SEE938761284165,21209 SP Kothingbuchbach 2. BA,,ABR984251286775,EnValue Solarpark 28 GmbH ＆ Co. KG,4297.86,3400.000,35,2021-12-16,1403,Altötting,Pleiskirchen,84568,Pleiskirchen,48.297120,12.627140
SEE957160018966,PV Solarpark Bücken,,ABR907214647437,SunEn Warmsen GmbH,1153.5,990.000,35,2011-12-27,1408,Nienburg (Weser),Bücken,27333,Bücken,52.780185,9.139584
SEE900065421195,PV Solarpark Warmsen,,ABR907214647437,SunEn Warmsen GmbH,1497.6,1320.000,35,2011-07-14,1408,Nienburg (Weser),Warmsen,31606,Warmsen,52.467024,8.859590
SEE963853067685,Freiflächenanlage Busenwurth Stadtwerke Glückstadt,,ABR973981533525,Stadtwerke Glückstadt GmbH,1003.2,900.000,35,2010-06-29,1411,Dithmarschen,Busenwurth,25719,Busenwurth,54.044141,9.036184
SEE966178040517,21124 SP Hans-Seidel-Schacht PVA1,,ABR912540905649,EnValue Solarpark 29 GmbH ＆ Co. KG,1992.6,1720.000,35,2021-10-31,1414,Mansfeld-Südharz,Helbra,06311,Helbra,51.555383,11.521222
SEE929379408494,21124 SP Hans-Seidel-Schacht PVA2,,ABR912540905649,EnValue Solarpark 29 GmbH ＆ Co. KG,1986.12,1720.000,35,2021-10-31,1414,Mansfeld-Südharz,Helbra,06311,Helbra,51.553774,11.521219
SEE996666930075,Main Spessart-Solarprojekt GmbH,,ABR905811017264,Solarpark MSP3 GmbH ＆ Co. KG,5882.54,4400.000,35,2021-10-26,1403,Main-Spessart,Bischbrunn,97836,Bischbrunn,49.510608,9.302406
SEE904361236323,Halle 8 Dach,,ABR970701334660,Karl Etzel GmbH,1198.43,1000.000,35,2021-10-21,1402,Enzkreis,Mühlacker,75417,Mühlacker,48.952230,8.881580
SEE955386961462,L028_Lidl_Erlensee,,ABR937765266801,Lidl GmbH ＆ Co. KG,1617.32,1472.000,35,2021-07-29,1405,Main-Kinzig-Kreis,Erlensee,63526,Erlensee,50.169950,9.012170
SEE932163338310,PVA Theilenhofen Ost,,ABR981938436089,Energiepark SP Theilenhofen GmbH ＆ Co. KG,9227.52,7585.000,35,2021-10-28,1403,Weißenburg-Gunzenhausen,Theilenhofen,91741,Theilenhofen,49.065489,10.846768
SEE914904233306,Neutz 2,,ABR905734708539,Solarpark R11 GmbH ＆ Co. KG,2236.5,1980.000,35,2021-11-03,1414,Saalekreis,Wettin-Löbejün,06193,Wettin-Löbejün,51.604456,11.843027
SEE942871964718,Solarpark Burghaslach,,ABR946921305926,Bürgersonnenenergie Burghaslach GmbH ＆ Co. KG,19999.05,15925.000,35,2022-09-16,1403,Neustadt a.d. Aisch-Bad Windsheim,Burghaslach,96152,Burghaslach,49.717890,10.591450
SEE996255890582,Solarpark Oberroßbach 1,,ABR996087246502,Bürgersonnenenergie Herrnneuses- Oberroßbach GmbH & Co. KG,11999.0,10230.000,35,2024-02-14,1403,Neustadt a.d. Aisch-Bad Windsheim,Dietersheim,91463,Dietersheim,49.549410,10.588190
SEE970337849545,Solarpark Herrnneuses,,ABR996087246502,Bürgersonnenenergie Herrnneuses- Oberroßbach GmbH & Co. KG,15989.0,13530.000,35,2024-02-14,1403,Neustadt a.d. Aisch-Bad Windsheim,Neustadt a.d. Aisch,91413,Neustadt,49.556050,10.630700
SEE949137002023,PVA Edderitz BA2,,ABR995255851142,Haluisa Zweite PVA GmbH ＆ Co.KG,3907.8,2750.000,35,2021-10-26,1414,Anhalt-Bitterfeld,Südliches Anhalt,06388,Edderitz,51.697249,11.921491
SEE917016409614,PV Anlage MS Powertrain,,ABR921855309516,MS Powertrain Technologie GmbH,1673.6,1430.000,35,2021-11-12,1402,Tuttlingen,Trossingen,78647,Trossingen,48.043232,8.639030
SEE940812669647,Solarpark Walkersbrunn II - P18-113,,ABR967703159889,Anumar Solarpark Gräfenberg W2 GmbH ＆ Co. KG,9961.77,8890.000,35,2022-11-23,1403,Forchheim,Gräfenberg,91322,Gräfenberg,49.668909,11.208764
SEE961288731690,Solarpark Walkersbrunn III - P19-083,,ABR945400815161,Anumar Solarpark Gräfenberg W3          GmbH & Co.,9983.25,9450.000,35,2022-11-23,1403,Forchheim,Gräfenberg,91322,Gräfenberg,49.672093,11.202396
SEE945162662379,Solea17,,ABR917099722921,,1771.2,1640.000,35,2012-06-30,1403,Deggendorf,Osterhofen,94486,Osterhofen,48.687175,13.040536
SEE983351765159,SE_2021_955_Neidenbach,,ABR970486492616,PV Neidenbach GmbH ＆ Co. KG,1249.5,1100.000,35,2021-09-30,1410,Eifelkreis Bitburg-Prüm,Neidenbach,54657,Neidenbach,50.106414,6.584459
SEE963172271633,SP Neufahrn 4 MW,,ABR935367925218,OneSolar Energiepark Neufahrn GmbH ＆ Co. KG,3999.66,3999.660,35,2021-10-07,1403,Freising,Neufahrn b. Freising,85375,Neufahrn,48.335550,11.681852
SEE956038897870,FL 2 FlSt 56/ PVA 3,,ABR906627927068,Lübbinchener Biogas GbR,3000.19,2700.000,35,2022-03-17,1400,Spree-Neiße,Schenkendöbern,03172,Schenkendöbern,51.966812,14.573715
SEE951753155830,FF-Barlt 3S,,ABR900845739564,Photovoltaik Barlt IV GmbH ＆ Co.KG,1371.89,1215.000,35,2019-05-07,1411,Dithmarschen,Barlt,25719,Barlt,54.022327,9.031190
SEE976651223399,Solarpark Walkersbrunn P13-017,,ABR927466260857,Anumar Solarpark Gräfenberg GmbH ＆ Co. KG,4721.88,4224.000,35,2019-03-18,1403,Forchheim,Gräfenberg,91322,Gräfenberg,49.647830,11.222791
SEE918858887547,Burgstall West,,ABR970622568663,MJ1 Solarbetriebsgesellschaft GmbH & Co. KG,25134.84,21700.000,35,2021-12-23,1403,Deggendorf,Moos,94554,Moos,48.744123,12.937051
SEE995942568209,Erw. Burgstall Ost,,ABR910900535659,Solarpark Sulzbach,2603.04,2603.040,35,2021-12-23,1403,Deggendorf,Moos,94554,Moos,48.742393,12.944780
SEE951028619029,Schkölen,,ABR994635630162,ENERPARC Solar Invest 148 GmbH,37460.09,35250.000,31,,1415,Saale-Holzland-Kreis,Schkölen,07619,Schkölen,51.032976,11.874595
SEE927973259962,Schkölen 1.1,,ABR949812226119,Sunnic Lighthouse Solar Invest 15 GmbH,28231.55,26750.000,35,2021-12-21,1415,Saale-Holzland-Kreis,Schkölen,07619,Schkölen,51.036717,11.880972
SEE991125262476,PV Heppenrod II,,ABR939427639336,VOBEG Sonne GmbH ＆ Co. KG,2492.1,2405.000,35,2022-05-19,1405,Vogelsbergkreis,Gemünden (Felda),35329,Gemünden,50.714260,9.118343
SEE994250791828,Libri GmbH,,ABR932047826766,Libri,2400.0,2090.000,35,2021-10-14,1405,Hersfeld-Rotenburg,Bad Hersfeld,36251,Bad Hersfeld,50.854917,9.706031
SEE985066284567,Esterwegen,,ABR981256603262,Fünfte Prowind Solarpark GmbH,3999.81,3999.810,35,2022-10-29,1408,Emsland,Bockhorst,26897,Esterwegen,53.011291,7.585901
SEE905132805526,PVA Gerlebogk BA2,,ABR942566074555,Haluisa Erste PVA GmbH ＆ Co. KG,3012.6,2420.000,35,2021-11-18,1414,Salzlandkreis,Bernburg (Saale),06420,Könnern,51.710220,11.838353
SEE900040346345,Solarpark Xanten,,ABR976057450832,ENNI Solar GmbH,4349.43,3500.000,35,2021-12-16,1409,Wesel,Xanten,46509,Xanten,51.647122,6.407681
SEE953038111296,Kicherer Parkdeck,,ABR977244794654,Friedrich Kicherer GmbH ＆ Co KG,1260.0,946.000,35,2021-12-04,1402,Ostalbkreis,Ellwangen (Jagst),73479,Ellwangen,48.948842,10.173683
SEE982855514263,PV Filterhalle Sipplinger Berg,,ABR907457433392,Zweckverband Bodensee Wasserversorgung Ansprechpartner Stephan Blaß,1434.9,1360.000,35,2021-10-05,1402,Bodenseekreis,Überlingen,88662,Überlingen,47.807655,9.103340
SEE992328601949,Balder B01 - Bereich VI,,ABR914910299952,Balder B01 - P I GmbH ＆ Co. KG,2565.675,2019.230,35,2021-11-26,1407,Rostock,Dobbin-Linstow,18292,Dobbin-Linstow,53.635511,12.363293
SEE922728331764,BS 5,,ABR964874406538,Buchschwabach Solar GbR,2799.86,2200.000,35,2021-11-15,1403,Fürth,Roßtal,90574,Roßtal,49.367560,10.854790
SEE980534580523,Balder B01 - Bereich IV - Teil 2,,ABR963170354963,Balder B01 - P II GmbH ＆ Co. KG,6057.72,4600.000,35,2021-06-07,1407,Rostock,Dobbin-Linstow,18292,Dobbin-Linstow,53.636586,12.370860
SEE926675211377,"PV-Anlage 1,88 MW",,ABR934031964546,ZWP Zahnradwerk Pritzwalk GmbH,1881.0,1770.000,35,2021-12-08,1400,Prignitz,Pritzwalk,16928,Pritzwalk,53.152181,12.198166
SEE933256183848,"Weyer I, 1032 kWp",,ABR956031070157,ÜZ Mainfranken eG,1032.0,900.000,35,2021-11-24,1403,Schweinfurt,Gochsheim,97469,Gochsheim,50.026560,10.306630
SEE916203029253,Kell am See I,,ABR932845009477,WES 9. Projektgesellschaft GmbH ＆ Co. KG,9999.94,8000.000,35,2021-11-30,1410,Trier-Saarburg,Kell am See,54427,Kell,49.635078,6.842359
SEE983694849660,Kell am See II,,ABR932845009477,WES 9. Projektgesellschaft GmbH ＆ Co. KG,5069.66,4200.000,35,2021-11-30,1410,Trier-Saarburg,Kell am See,54427,Kell,49.635078,6.842359
SEE960774783281,Solarpark Hemau 1,,ABR936072176544,RheinEnergie Solar GmbH,9999.99,7543.000,35,2022-04-19,1403,Regensburg,Hemau,93155,Hemau,49.102765,11.755575
SEE992438216095,Solarpark Hemau 2,,ABR936072176544,RheinEnergie Solar GmbH,8791.965,6632.000,35,2022-05-09,1403,Regensburg,Hemau,93155,Hemau,49.103117,11.754319
SEE965323605908,Solaranlage Altentreptow II,,ABR900533449638,nawes Invest XIII GmbH ＆ Co. KG,1599.88,1300.000,35,2022-03-31,1407,Mecklenburgische Seenplatte,Altentreptow,17087,Altentreptow,53.698401,13.245063
SEE992972989141,PV Eppenreuth,,ABR911694047649,PV Eppenreuth,9986.63,7525.000,35,2021-12-15,1403,Neustadt a.d. Waldnaab,Püchersreuth,92715,Püchersreuth,49.782495,12.206759
SEE901573358799,Solarpark Prebitz-Preußling 8790 kWp,,ABR981471594987,Greeno Solarprojekt 28 GmbH ＆ Co. KG,8790.585,7350.000,35,2022-08-29,1403,Bayreuth,Prebitz,95473,Prebitz,49.826429,11.666812
SEE998223459647,Solarpark Simmelsdorf-Judenhof,,ABR905234458248,Greeno Solarprojekt 22 GmbH ＆ Co. KG,9840.88,8400.000,35,2022-04-22,1403,Nürnberger Land,Simmelsdorf,91245,Simmelsdorf,49.621342,11.350749
SEE928037952102,Solarpark Holzheim am Forst,,ABR952956117083,Greeno Solarprojekt 27 GmbH ＆ Co. KG,3033.01,2450.000,35,2022-10-05,1403,Regensburg,Holzheim a. Forst,93183,Holzheim,49.142644,11.995221
SEE988840541276,Anlage 1,,ABR951373039541,Münch innotec GmbH ＆ Co. KG,5999.49,4500.000,35,2021-12-08,1403,Neustadt a.d. Waldnaab,Flossenbürg,95671,Bärnau,49.803194,12.424583
SEE979122796767,Solarpark Bräuningshof,,ABR915842434114,Greeno Solarprojekt 29 GmbH ＆ Co. KG,9489.96,8050.000,35,2023-01-31,1403,Forchheim,Langensendelbach,91094,Langensendelbach,49.632810,11.023041
SEE927108719705,Solarkraftwerk Affler,,ABR978098997215,Solarkraftwerk Südeifel GmbH ＆ Co. KG,9990.45,7525.000,35,2021-12-13,1410,Eifelkreis Bitburg-Prüm,Affler,54689,Affler,50.017219,6.150005
SEE940966387596,Solarpark Kirchberg im Wald,,ABR929141508322,Greeno Solarprojekt 23 GmbH ＆ Co. KG,3670.92,2975.000,35,2023-05-16,1403,Regen,Kirchberg i. Wald,94259,Kirchberg i.Wald,48.921241,13.173524
SEE991006649648,Rote Jahne,,ABR961549189345,SachsenFonds Solar I GmbH ＆ Co. KG,1076.4,995.340,35,2007-03-12,1413,Nordsachsen,Doberschütz,04838,Doberschütz,51.508965,12.681869
SEE903099011417,PV-Freiflächenanlage Bad Langensalza 2 - 1.BA,,ABR995778016769,PV Bad Langensalza GmbH ＆ Co. KG 2,3820.77,2960.000,35,2021-11-30,1415,Unstrut-Hainich-Kreis,Bad Langensalza,99947,Bad Langensalza,51.127240,10.627946
SEE976228241542,Solarpark Langensendelbach,,ABR984075440247,Greeno Solarprojekt 24 GmbH ＆ Co. KG,9457.9,7800.000,35,2023-01-31,1403,Forchheim,Langensendelbach,91094,Langensendelbach,49.647861,11.055756
SEE928024425459,Oettelin 1.1,,ABR978973315035,ENERPARC Solar Invest 156 GmbH,9946.53,8750.000,35,2021-12-11,1407,Rostock,Zepelin,18246,Oettelin,53.866156,12.042416
SEE927012603206,Oettelin 1.2,,ABR946626587306,ENERPARC Solar Invest 255 TU 14 GmbH,1395.08,990.000,35,2021-12-11,1407,Rostock,Zepelin,18246,Zepelin,53.867262,12.042803
SEE968704309327,Flützholm 1.1 (Süderlügum 1),,ABR972842474632,ENERPARC Solar Invest 134 GmbH,7753.35,6300.000,35,2021-12-21,1411,Nordfriesland,Humptrup,25923,Süderlügum,54.889137,8.884125
SEE922707125865,Flützholm 1.2 (Humptrup),,ABR972842474632,ENERPARC Solar Invest 134 GmbH,6085.04,4725.000,35,2021-12-20,1411,Nordfriesland,Süderlügum,25923,Süderlügum,54.898371,8.874581
SEE904609977155,Solarpark Leiwen-Sonnenberg,,ABR939484803138,Solarpark Leiwen-Sonnenberg GmbH ＆ Co. KG,3612.0,2775.000,35,2021-12-21,1410,Trier-Saarburg,Leiwen,54340,Leiwen,49.802182,6.874051
SEE944476378846,SKW Pölich II,,ABR938210969704,SWT Stadtwerke Trier GmbH,1986.93,1540.000,35,2021-12-17,1410,Trier-Saarburg,Pölich,54340,Pölich,49.795583,6.848261
SEE977034567994,Schkölen 1.2,,ABR903589959366,ENERPARC Solar Invest 152 GmbH,6285.18,5750.000,35,2021-12-22,1415,Saale-Holzland-Kreis,Schkölen,07619,Schkölen,51.036988,11.884801
SEE964657823330,Schkölen 1.3,,ABR903589959366,ENERPARC Solar Invest 152 GmbH,2943.36,2750.000,35,2021-12-07,1415,Saale-Holzland-Kreis,Schkölen,07619,Schkölen,51.035023,11.886026
SEE931738037504,Energiepark Weichs,,ABR956384250152,Energiepark Weichs,22000.0,19425.000,31,,1403,Dachau,Weichs,85258,Weichs,48.371893,11.429534
SEE944280446229,PV Espich A9_II,,ABR961303803449,EnEs PV Berg-Espich GmbH ＆ Co. KG,9990.0,7600.000,35,2022-04-13,1403,Hof,Berg,95180,Berg,50.355987,11.781911
SEE951264542617,Solarpark Groß Behnitz Nord II,,ABR962708160489,Green Energy 034 GmbH ＆ Co. KG,25258.5,20640.000,35,2021-12-20,1400,Havelland,Nauen,14641,Nauen,52.584317,12.778560
SEE907050403532,071-2-Voigtstedt 1.2,,ABR926970364822,WI Energy Verwaltungs GmbH für eine Gruppe von Anlagenbetreibern,4999.875,4862.000,35,2021-12-17,1415,Kyffhäuserkreis,Artern,06556,Artern,51.386545,11.310161
SEE976047543773,079-Linthe,,ABR906864070299,WI Energy Verwaltungs GmbH,2115.375,2115.375,35,2021-12-17,1400,Potsdam-Mittelmark,Linthe,14822,Linthe,52.168354,12.778357
SEE999933139270,PVA Seesbach 2,,ABR935588799933,RWE Battery Solutions GmbH,2397.96,1700.000,35,2022-05-18,1410,Bad Kreuznach,Seesbach,55629,Seesbach,49.851000,7.554000
SEE960957439929,SP Stopfenheim,,ABR962820512227,HSW Solarverbund SO GmbH ＆ Co. KG,7503.795,6105.000,35,2021-12-16,1403,Weißenburg-Gunzenhausen,Ellingen,91792,Ellingen,49.058993,10.890544
SEE918058079346,"Weyer II, 1518 kWp",,ABR994943724102,,1518.1,1400.000,35,2021-12-09,1403,Schweinfurt,Gochsheim,97469,Gochsheim,50.028180,10.301700
SEE949570224921,PVA Dennheritz Seiferitzer 6 BA 5,,ABR927368984677,Dachportfolio 02 GmbH ＆ Co. KG,1011.04,964.000,35,2021-11-04,1413,Zwickau,Dennheritz,08393,Dennheritz,50.822693,12.480331
SEE979657497368,Landscheid-Burg Salm,,ABR959447422770,REG.EN nulldrei GmbH ＆ Co KG,1497.0,1100.000,35,2021-12-22,1410,Bernkastel-Wittlich,Bergweiler,54526,Landscheid,50.003605,6.769477
SEE918275638241,SP Königstein,,ABR998847847783,Grüner Elefant GmbH ＆ Co. KG,1750.3,1666.800,35,2021-12-20,1403,Amberg-Sulzbach,Königstein,92281,Königstein,49.613682,11.679784
SEE928972890477,Solarpark Ursensollen-Wappersdorf Nord,,ABR960894309811,Bürgersonnenenergie Ursensollen-Wappersdorf GmbH ＆ Co. KG,9989.44,7700.000,35,2022-02-28,1403,Amberg-Sulzbach,Ursensollen,92289,Ursensollen,49.351243,11.780599
SEE973236107815,PV Altendorf,,ABR974804577542,Wimo GmbH,3270.0,2984.000,35,2021-12-20,1403,Neustadt a.d. Waldnaab,Pressath,92690,Pressath,49.751720,11.985690
SEE970990263627,PV Solarpark Lahde Erweiterung,,ABR907214647437,SunEn Warmsen GmbH,1474.3,330.000,35,2011-12-27,1409,Minden-Lübbecke,Petershagen,32469,Petershagen,52.376991,9.006823
SEE921252953770,Freifläche Denklingen Egart,,ABR944346577348,Ökostrom24 GmbH,2899.76,2400.000,35,2021-12-22,1403,Landsberg am Lech,Denklingen,86920,Denklingen,47.911158,10.863303
SEE920687311094,TG_Trafo 104,,ABR947852191381,Photovoltaikkraftwerk Tramm GmbH ＆ Co. KG,82924.14,64674.000,35,2021-12-20,1407,Ludwigslust-Parchim,Barnin,19089,Barnin,53.571138,11.698668
SEE905807996023,TG_Trafo 105,,ABR947852191381,Photovoltaikkraftwerk Tramm GmbH ＆ Co. KG,88680.54,68267.000,35,2021-12-20,1407,Ludwigslust-Parchim,Barnin,19089,Barnin,53.571138,11.698668
SEE974743634344,Solarpark Heudorf,,ABR982511102919,MVV Windenergie GmbH,5299.56,4250.000,35,2021-12-23,1402,Sigmaringen,Krauchenwies,88605,Meßkirch,47.986544,9.069195
SEE941227000957,PVA Einhausen 2,,ABR993556743807,energiewerk GmbH,1049.67,800.000,35,2022-01-07,1415,Schmalkalden-Meiningen,Einhausen,98617,Einhausen,50.531300,10.470400
SEE925345768432,Solarpark Reichersdorf II,,ABR936020790372,Reichersdorf Energie GmbH ＆ Co. KG,6976.995,6545.000,35,2022-01-03,1403,Landshut,Bruckberg,84079,Bruckberg,48.560748,12.045558
SEE963729659969,Solarpark Willingrade,,ABR935735338671,Solarpark Willingrade GmbH ＆ Co. KG,5000.0,4360.000,35,2022-01-31,1411,Segeberg,Groß Kummerfeld,24626,Groß Kummerfeld,54.011173,10.117438
SEE968690782722,Briesen,,ABR959560552491,sunnexus 12 GmbH,1499.98,1370.400,35,2022-01-04,1400,Oder-Spree,Briesen (Mark),15518,Briesen,52.340544,14.279779
SEE960382895581,Freifläche 1560 KWp,,ABR922885419985,Bühler Energie GbR,1560.0,1430.000,35,2022-01-03,1403,Ansbach,Schillingsfürst,91637,Wörnitz,49.247752,10.222295
SEE968041432825,Taubenried,,ABR979937537029,PV Franz Jeckle GmbH ＆ Co. KG,2810.0,2500.000,35,2022-08-01,1403,Neu-Ulm,Unterroth,89299,Unterroth,48.182845,10.175421
SEE938147110798,Solarpark Theilenhofen,,ABR932235714356,,4438.7,3800.000,35,2021-11-09,1403,Weißenburg-Gunzenhausen,Theilenhofen,91741,Theilenhofen,49.089321,10.872250
SEE992466791212,"Gößnitz, 1440 kWp",,ABR966810528069,Suntec Solaranlagen Betriebs- und Verwaltungs GmbH,1440.67,1100.000,35,2022-01-03,1415,Altenburger Land,Gößnitz,04639,Gößnitz,50.878221,12.431491
SEE923981109206,PV Halle 30,,ABR940339470313,Märkisch Prignitzer Möbel GmbH ＆ Co. KG,1245.76,950.000,35,2021-12-21,1400,Prignitz,Meyenburg,16945,Meyenburg,53.313879,12.261740
SEE913813400588,Balder A09 - Bereich I,,ABR902802824757,Balder A09 GmbH ＆ Co. KG,17061.3,15996.920,35,2022-01-17,1407,Mecklenburgische Seenplatte,Röckwitz,17091,Röckwitz,53.692388,13.110223
SEE987702557073,Solarpark Nessa GWG Elmeweg,,ABR991129937868,,1779.555,1540.000,35,2022-01-12,1414,Burgenlandkreis,Teuchern,06682,Teuchern,51.139263,12.003277
SEE947540703254,Wintipak Manufacturing (Germany) GmbH PV Anlage,,ABR919346242350,WINTIPAK Manufacturing (Germany) GmbH,2560.89,2382.600,35,2021-12-09,1414,Saalekreis,Kabelsketal,06184,Kabelsketal,51.482872,12.075354
SEE907633681784,PVA Gelände JVA Uelzen,,ABR976384549889,Stadtwerke Uelzen GmbH,6497.82,6000.000,35,2022-12-01,1408,Uelzen,Uelzen,29525,Uelzen,52.995615,10.542070
SEE993943487406,PV-Anlage Steinkreuz,,ABR976384549889,Stadtwerke Uelzen GmbH,1850.0,1850.000,31,,1408,Uelzen,Uelzen,29525,Uelzen,52.963509,10.585585
SEE964855091418,Balder A09 - Bereich II,,ABR902802824757,Balder A09 GmbH ＆ Co. KG,1009.26,922.160,35,2022-01-19,1407,Mecklenburgische Seenplatte,Röckwitz,17091,Röckwitz,53.692777,13.107657
SEE940169499973,CE Vertriebsgesellschaft UG (haftungsbeschränkt),,ABR922541264898,CE Vertriebsgesellschaft UG (haftungsbeschränkt),1072.5,1072.500,31,,1403,Neustadt a.d. Aisch-Bad Windsheim,Markt Erlbach,91459,Markt Erlbach,49.511186,10.706798
SEE976910220718,PVA Neuburxdorf 2.BA,,ABR972962093171,Klimaprojekt Sonnenkraft 1 GmbH ＆ Co. KG,9249.75,8250.000,35,2022-01-21,1400,Elbe-Elster,Bad Liebenwerda,04931,Neuburxdorf,51.468142,13.279434
SEE970972753436,PVA Theinfeld,,ABR906870103226,Trianel Solarpark Theinfeld GmbH ＆ Co. KG,2019.6,1750.000,35,2022-01-31,1403,Bad Kissingen,Thundorf i. UFr.,97711,Thundorf,50.228313,10.351600
SEE998989085135,Quarnstedt 1.1,,ABR921380954502,ENERPARC Solar Invest 153 GmbH,9245.28,7300.000,35,2022-01-18,1411,Steinburg,Quarnstedt,25563,Quarnstedt,53.960293,9.769935
SEE965886951825,Quarnstedt 1.3,,ABR921380954502,ENERPARC Solar Invest 153 GmbH,3237.96,2750.000,35,2022-01-18,1411,Steinburg,Quarnstedt,25563,Quarnstedt,53.954480,9.764970
SEE964558609781,Balder A09 - Bereich III Teil 1,,ABR902802824757,Balder A09 GmbH ＆ Co. KG,1922.4,1787.960,35,2022-01-21,1407,Mecklenburgische Seenplatte,Tützpatz,17091,Tützpatz,53.693674,13.114888
SEE920663330163,Stavenhagen 2,,ABR973395202901,ENERPARC Solar Invest 125 GmbH,3176.415,2746.700,35,2022-01-21,1407,Mecklenburgische Seenplatte,Stavenhagen,17153,Stavenhagen,53.714489,12.906525
SEE946572689192,Osterwald 1.2,,ABR931074600738,ENERPARC Solar Invest 98 GmbH,2860.44,2500.000,35,2022-01-24,1408,Hameln-Pyrmont,Salzhemmendorf,31020,Salzhemmendorf,52.119212,9.605896
SEE915202364556,Solarpark Heiligenhafen Ib,,ABR925792648820,Sonnenenergie Osterhof 24 GmbH ＆ Co. KG,4230.04,3750.000,35,2022-06-01,1411,Ostholstein,Großenbrode,23774,Heiligenhafen,54.360600,10.987700
SEE948713096913,PVA Röckingen - Teil A,,ABR982511102919,MVV Windenergie GmbH,9979.0,8250.000,35,2022-01-26,1403,Ansbach,Röckingen,91740,Röckingen,49.046380,10.545379
SEE991089027173,Solarpark Aichen,,ABR986790696589,EB Solar GmbH ＆ Co. KG,4108.5,3700.000,35,2022-02-08,1403,Günzburg,Aichen,86479,Aichen,48.226622,10.534626
SEE955666915451,Solarpark Pichl,,ABR911213644724,Solarpark Pichl,2900.0,2510.000,35,2022-06-24,1403,Aichach-Friedberg,Aindling,86447,Aindling,48.528425,10.965336
SEE992322960219,PVA Röckingen - Teil B,,ABR982511102919,MVV Windenergie GmbH,2684.0,2250.000,35,2022-08-18,1403,Ansbach,Röckingen,91740,Röckingen,49.046428,10.546938
SEE901262710792,Solarpark Immelstetten,,ABR970029524880,Solarpark Immelstetten GmbH ＆ Co. KG,7697.25,6475.000,35,2022-02-23,1403,Unterallgäu,Markt Wald,86865,Markt Wald,48.160080,10.559996
SEE961240043663,Solarpark Hochholz BA 1,,ABR947893520935,Solarpark Hochholz GmbH ＆ Co. KG,9999.0,8890.880,35,2022-03-16,1403,Eichstätt,Mörnsheim,91807,Solnhofen,48.896948,11.025352
SEE984591888387,Solarpark Hochholz BA 2,,ABR947893520935,Solarpark Hochholz GmbH ＆ Co. KG,9999.0,8814.706,35,2022-05-05,1403,Eichstätt,Mörnsheim,91807,Solnhofen,48.898610,11.022910
SEE976646080396,PVA Walhausen II.2,,ABR924132177457,AST Solarkraftwerk 10 GmbH ＆ Co.KG,8210.25,7740.000,35,2022-01-28,1412,St. Wendel,Nohfelden,66625,Nohfelden,49.551037,7.133955
SEE996369374350,Lauterbach 1.1,,ABR948653983632,ENERPARC Solar Invest 146 GmbH,9999.5,8775.000,35,2022-01-21,1405,Vogelsbergkreis,Lauterbach (Hessen),36341,Lauterbach,50.592861,9.361735
SEE968542211417,Freiland,,ABR933579472131,Freiland Photovoltaik Fröschbrunn GmbH＆Co KG,2600.1,2250.000,35,2022-01-26,1403,Kronach,Kronach,96317,Kronach,50.227318,11.322286
SEE925850524578,Peenemünde Polder 1 und 2,,ABR988184167330,7C Solarentwicklung GmbH,7797.334,6765.000,35,2022-01-27,1407,Vorpommern-Greifswald,Kröslin,17449,Peenemünde,54.145400,13.771000
